Worker ID,Batch ID,Batch Status,Tweet ID,Tweet Text,I-Involvement-1,I-Involvement-2,I-Involvement-3,You-Involvement-1,You-Involvement-2,You-Involvement-3,We-Involvement-1,We-Involvement-2,We-Involvement-3,I-Involvement Comment,You-Involvement Comment,We-Involvement Comment,Timestamp,Progress,Completion Status,study_phase,PID
ANONYMOUS033,17,completed,323930908803600400,Its Really sad how sick some people are in this world. #prayforboston,3,3,3,3,3,3,3,3,3,"he said the opinion about boston, not about his self-reflection",i said it earlier...,just the expressing the situation,2025-12-04T10:01:07.939Z,25/25,completed,Pilot_2,
ANONYMOUS016,23,completed,323935384134361100,RT @SarahJMBP: Prayers to everyone in Boston who were injured at the Boston marathon.☹,3,1,1,1,4,4,4,4,5,"Not really I-involvement, it just expresses concern in general.","It expresses concern on a certain level about the injured people, however it is not very personal.",It shows concern in general at some level,2025-11-19T05:16:11.668Z,25/25,completed,Pilot_2,
ANONYMOUS030,23,completed,323935384134361100,RT @SarahJMBP: Prayers to everyone in Boston who were injured at the Boston marathon.☹,1,1,1,5,4,6,7,7,6,there is no direct involvement,"if ""@SarahJMBP"" is a close friend or connection, then the you-involvement is clearly stated","since even the city as a collectivity is mentioned, there is a we-involvement",2025-11-22T11:38:11.387Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,323939796550557700,“@RichMcD1234: My heart and prays go out to those affected by the explosion in Boston! I hope everyone is ok!”,3,6,3,2,5,6,6,2,2,The tweet shows limited individual involvement. It slightly suggests personal consequences but does not strongly emphasize the speaker’s own experience.,"Although the tweet does not explicitly refer to family or close friends, it suggests consequences for others and shows relational concern or supportive feelings toward people involved.","The tweet expresses strong concern about the issue’s impact on the larger community, but it does not clearly discuss collective consequences or shared responsibility. Its collective involvement is mainly limited to acknowledging broader societal impact.",2025-11-27T03:31:12.208Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,323939796550557700,“@RichMcD1234: My heart and prays go out to those affected by the explosion in Boston! I hope everyone is ok!”,5,4,3,4,3,6,5,4,4,I hope all guys were survived after that Boston's issue,I hope all guys were survived after that Boston's problem,I hope all guys were survived after that Boston's... tragedy,2025-11-17T10:27:35.139Z,25/25,completed,Pilot_2,
ANONYMOUS016,23,completed,323941595894403100,RT @A_Ducktrumpet: My heart and prayers go out to everyone affected by the Boston Marathon explosions 🙏,2,1,1,2,3,4,5,5,5,The person does not seem to have have been personally involved.,The tweet makes you feel personally connected by inviting you to share empathy and imagine yourself in the situation.,"The tweet brings us together in shared sympathy, making us feel like we’re collectively supporting those affected.",2025-11-19T04:58:27.863Z,25/25,completed,Pilot_2,
ANONYMOUS030,23,completed,323941595894403100,RT @A_Ducktrumpet: My heart and prayers go out to everyone affected by the Boston Marathon explosions 🙏,1,1,3,3,4,5,6,3,6,"The I-involvement is at an emotional level, but not with direct effects","If the tweet's writer deeply cares about runners as a category, then the tweet can be considered with a high/medium you-involvement",The tweet has a strong emotional connotation,2025-11-22T11:29:07.865Z,25/25,completed,Pilot_2,
ANONYMOUS038,25,completed,323948159963373600,RT @mealburez: The fact that Muslim was trending right along side Boston Marathon is really sad. #PrayForBoston,1,1,1,1,2,4,6,5,5,There is not expressed concern from the speaker's self to the issue.,Speaker is not expressing direct concern over the initial impact of the issue but the impact of the issue and its consequences on the trendingness of it on social media.,"The tweet is expressing concern over the correlation between the issue and its unintended consequence of potential racial discrimination over the trending topic of ""Muslim"".",2025-12-06T09:24:48.830Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,323948159963373600,RT @mealburez: The fact that Muslim was trending right along side Boston Marathon is really sad. #PrayForBoston,3,2,2,1,2,3,2,2,2,Personal emotions being shown but also implies that the speaker or peopethey care about are muslim,Maybe people who the speaker cares about are muslim,Solidarity with the hashtags,2025-11-20T08:10:11.044Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,323962265403547650,RT @Kaylaboos13: What happened in Boston is devastating. #PrayForBoston,1,5,1,1,6,5,6,6,2,The tweet shows emotional concern but does not reference the speaker’s own experience or personal impact.,"The tweet does not refer to close family or friends, but it expresses strong emotional concern and support for those affected. It shows relational involvement through care and empathy toward others impacted by the event.",The tweet acknowledges the impact on the Boston community but does not highlight shared responsibility or collective solidarity.,2025-11-27T07:09:31.385Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,323962265403547650,RT @Kaylaboos13: What happened in Boston is devastating. #PrayForBoston,3,3,3,5,5,5,5,5,5,"not about ""me"", all about us!",good job really!!!!!,stop bombing boston!,2025-11-17T10:54:23.196Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,323977440399613950,“@SpencerKlimek: I really wanna know who is behind this Boston Marathon bombing” who ever it is I hope they rot in 💥🔥🔥👇,7,6,7,2,2,2,6,2,2,It is an expression of an individual’s anger toward a specific incident.,There seems to be no intention to incite others or to seek empathy.,"It is indeed a tweet about a social issue, but it does not present any broader social implications.",2025-12-10T05:48:46.075Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,323977440399613950,“@SpencerKlimek: I really wanna know who is behind this Boston Marathon bombing” who ever it is I hope they rot in 💥🔥🔥👇,3,3,6,2,2,2,5,4,5,The language is quite intense,I don't felling that,It feels rather righteous.,2025-11-18T03:38:42.522Z,25/25,completed,Pilot_2,
ANONYMOUS038,25,completed,324011993096921100,RT @Soy_Brent: #prayforboston http://t.co/GWWUeFi65U,1,1,1,2,1,1,1,1,2,The tweet expresses no correlation between the event itself and the direct impact on the individual tweeting about the experience.,"One can infer slight concern about the individual who tweeted in regards to the event and its impact on others, but the expressed concern is minimal and mostly assumed with prior knowledge of the event and its damage itself.","The individual is posting in reply to another tweet, or ""retweeting"" the original thought. This implies the individual is having a similar opinion to the original tweet and wanting to either share support or is wanting to spread the opinion to a wider audience.",2025-12-06T08:25:23.483Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,324011993096921100,RT @Soy_Brent: #prayforboston http://t.co/GWWUeFi65U,5,1,4,1,1,1,6,5,5,doesnt feel innapropriate but seems like the individual doesn't have much of a personal connection,Very general and vague.,Call for solidarity amongst all Bostonians. Shows the shared grief shared by the community and the hashtag has potential to go viral and reach more people,2025-11-19T08:07:15.221Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,324269531759513600,RT @LeeEvans_Comedy: For every retweet I will donate £2 to the Boston marathon tragedy! R.I.P!,5,4,4,5,4,5,5,5,4,"The tweet expresses strong individual commitment by promising a personal financial donation (£2 per retweet), representing direct action and personal consequence.","The commitment to donate funds directly to the ""tragedy"" serves as a clear, active measure of support and care for the victims and their close relations.",The tweet promotes collective well-being and shared responsibility by encouraging a mass action (retweeting) to mobilize financial aid for the impacted community.,2025-12-02T10:43:17.919Z,0/25,partial,Pilot_2,
ANONYMOUS065,32,completed,324269531759513600,RT @LeeEvans_Comedy: For every retweet I will donate £2 to the Boston marathon tragedy! R.I.P!,1,2,1,2,2,2,6,6,6,"Doesn’t seem to be about the person at all. They’re just talking about donating, not their own experience.","The person cares about the victims, but there’s no mention of friends or family specifically. Just general concern for people affected.",It’s about everyone affected by the Boston tragedy. Using retweets to raise donations shows solidarity and concern for the community.,2025-12-27T08:00:59.358Z,50/50,completed,Main,PID060
ANONYMOUS007,17,completed,324411114656002050,pray for boston  #prayforboston  http://t.co/C0Wsz5DBJH,4,1,1,1,1,1,4,2,1,"The tweet message same as the hashtag, doesnt show deep or genuine interest in the issue itself. Low level of engagement.",No further elaboration about the crisis -  detached or brief acknowledgment,"Despite the brevity, following the hashtag trend shows some sense of social awareness.",2025-11-20T08:13:33.613Z,25/25,completed,Pilot_2,
ANONYMOUS033,17,completed,324411114656002050,pray for boston  #prayforboston  http://t.co/C0Wsz5DBJH,3,3,3,3,3,3,5,6,5,just kidae about boston,i didn't find any supports mesagges to friends,"yes, pray for boston",2025-12-04T10:14:04.918Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,324500323324530700,"No more stories of Boston for Jwil, too many nightmares #prayforboston",1,2,1,2,6,6,6,6,2,The tweet does not reflect personal impact or individual consequences for the speaker. It mentions nightmares for someone else rather than describing the speaker’s own experience or feelings.,"The tweet shows relational involvement because it mentions someone the speaker cares about and highlights the emotional impact on that person. Although it does not focus on family or close friends, it still reflects concern for another individual and emphasizes relational ties.","The tweet shows collective involvement by highlighting the broader impact on the community and referring to Texas collectively. However, it does not strongly emphasize shared responsibility or group solidarity, so the sense of collective well-being is limited.",2025-11-27T07:15:54.474Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,324500323324530700,"No more stories of Boston for Jwil, too many nightmares #prayforboston",3,2,4,3,4,4,3,3,3,"fr stop comment scary comments, silly...",shame on guys who can't support normally...,"bro, is it really support or just putting the hashtag for hashtag? #stopslacktivism",2025-11-17T10:59:11.288Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,324562235429122050,Halfwit actor @jaymohr37 blames #Boston attack on gun culture: ’2nd amendment must go’ http://t.co/cm4tlTHKt6,4,4,5,5,4,4,4,4,4,"The tweet expresses a strong, specific personal political opinion (""must go"") on gun control, showing a high individual stake in the broad policy consequences of the attack.","The focus is on large-scale political/legal change rather than expressing explicit support, loyalty, or care for specific individuals, family, or friends impacted by the issue.","The demand for the repeal of the ""2nd amendment"" emphasizes collective consequences and calls for a drastic legal change for the shared security and well-being of the entire nation.",2025-12-03T12:14:53.471Z,0/25,partial,Pilot_2,
ANONYMOUS055,3,completed,324562235429122050,Halfwit actor @jaymohr37 blames #Boston attack on gun culture: ’2nd amendment must go’ http://t.co/cm4tlTHKt6,1,1,1,1,1,1,4,4,3,The tweet focuses on quoting another individual’s opinion rather than reflecting the poster’s own personal feelings or experiences. There is no mention of personal impact or concern for the self,"There is no relational focus in this tweet; it does not address friends, family, or close others. The content is purely about a public figure’s opinion on policy.","The tweet indirectly touches on societal concerns by quoting a statement about gun culture and public safety. While it references collective consequences, it does not directly emphasize shared responsibility or solidarity.",2025-12-20T12:38:39.941Z,50/50,completed,Main,PID003
ANONYMOUS007,17,completed,324681353662709760,"@MontesCb7 Waco, Texas!! I use to live near there, ilived in McKinney, tx near Plano where the D is made lol",1,2,5,1,1,2,1,1,1,"He/she seems to be emphasizing personal connection to the location by mentioning where he lived. But the content of the tweet is not related to the actual crisis, and words like 'lol' doesn't look like the user actually cares about the crisis itself.","The tweet has no mention of close people. However, there are some reference to a geographical/regional connection.",No palpable sense of social responsibility in the tweet.,2025-11-20T07:57:54.224Z,25/25,completed,Pilot_2,
ANONYMOUS033,17,completed,324681353662709760,"@MontesCb7 Waco, Texas!! I use to live near there, ilived in McKinney, tx near Plano where the D is made lol",5,5,5,3,3,3,3,3,3,"haha... not funny, bro...","nope, no words about texas",he lived there haha (no),2025-12-04T10:04:12.730Z,25/25,completed,Pilot_2,
ANONYMOUS038,25,completed,324731932791431200,"RT @D_RDaniel: damn you never know what will happen, live life, and enjoy it! #blessed #prayforwest",1,1,1,1,1,1,1,1,1,no concerns is expressed.,"No concern is expressed, only ""advice"" for those who were not impacted by the event.","The user is not expressing any concern over the issue, or wishing the victims of the issue any solidarity.",2025-12-06T09:17:14.507Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,324731932791431200,"RT @D_RDaniel: damn you never know what will happen, live life, and enjoy it! #blessed #prayforwest",1,1,2,1,1,1,2,2,2,This is a really strange tweet they almost seem thankful?,Still dont really see how others connecte dto speaker are affected,Hashtag showing solidarity,2025-11-20T01:29:03.431Z,25/25,completed,Pilot_2,
ANONYMOUS016,23,completed,324737905497092100,Just now finding out that wasn't an earthquake I felt tonight. So freakin' sad. Sending prayers out tonight for #WestTX #pray,2,5,6,2,3,3,3,2,3,The tweet shows individual experience on the issue,Seems like the writer somewhat cares about the people getting affected,It's very personal!!,2025-11-19T05:36:24.392Z,25/25,completed,Pilot_2,
ANONYMOUS030,23,completed,324737905497092100,Just now finding out that wasn't an earthquake I felt tonight. So freakin' sad. Sending prayers out tonight for #WestTX #pray,3,5,6,1,1,1,6,6,7,the writer experienced the event (misunderstanding it),there is no 3rd party strictly connected to the writer,there is a we-involvement since prayers are being sent to anyone who has been affected,2025-11-22T11:40:50.642Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,324739147002691600,Texas Waco bombed blows up,4,5,5,5,4,5,5,5,4,"The simple, sensationalized language suggests a quick, minimal personal reaction of alarm to the news, but does not detail personal consequences or experience.","The factual and simple statement does not express any explicit support, loyalty, or care for specific individuals, family, or friends impacted by the disaster.","The dramatic reporting of the event, though inaccurate (""bombed""), indicates awareness of the massive collective consequences affecting the community and region.",2025-12-03T12:18:39.157Z,0/25,partial,Pilot_2,
ANONYMOUS067,24,completed,324739147002691600,Texas Waco bombed blows up,1,1,1,1,1,1,2,2,1,The tweet simply reports an event and does not reference the speaker’s personal feelings or experiences.,"There is no mention of family, friends, or relational concern in the message.","Although a public event is mentioned, the tweet does not express collective concern or solidarity.",2025-12-26T04:10:12.469Z,50/50,completed,Main,PID034
ANONYMOUS027,32,unknown,324739906163318800,Just saw Waco explosion....can't even imagine this place in comparison if it went,4,4,4,4,4,4,4,4,4,"The phrase ""can't even imagine"" conveys a personal emotional reaction of shock and a struggle to comprehend the scale of the disaster.","The focus is on the scale of the destruction rather than specific individuals, thus showing only indirect care for the victims and their close relations.","The statement emphasizes the unbelievable scale of the ""waco explosion,"" strongly indicating awareness of the extreme collective consequences for the community.",2025-12-03T12:24:19.457Z,0/25,partial,Pilot_2,
ANONYMOUS055,3,completed,324739906163318800,Just saw Waco explosion....can't even imagine this place in comparison if it went,3,3,4,2,2,2,5,5,4,The tweet shows some personal reflection and imagination about the impact but does not indicate direct personal consequences or involvement.,"The tweet does not reference family or friends, and there is no relational concern expressed; it focuses on imagining the situation.","The tweet demonstrates awareness of the community-level impact of the explosion in West, Texas, imagining the destruction if it were worse, but it does not indicate active solidarity or responsibility.",2025-12-20T12:19:08.319Z,50/50,completed,Main,PID003
ANONYMOUS027,32,unknown,324740904424468500,RT @blisscon: just watched the explosion. thoughts and sympathies to West.,4,4,4,4,4,4,4,4,4,"The statement ""just watched the explosion"" indicates an immediate, personal reaction and emotional processing of the event, conveying direct individual impact.","The tweet directly expresses ""sympathies"" and ""thoughts,"" demonstrating clear emotional support and care for the victims and their close relations affected by the disaster.","Directing ""sympathies to West"" emphasizes collective concern, solidarity, and shared well-being for the entire community affected by the major industrial incident.",2025-12-03T12:16:43.386Z,0/25,partial,Pilot_2,
ANONYMOUS082,18,completed,324740904424468500,RT @blisscon: just watched the explosion. thoughts and sympathies to West.,2,2,3,4,4,5,6,6,6,The tweet mentions the speaker watching the event but does not indicate personal harm or consequences.,"The phrase “thoughts and sympathies” shows care, but no specific personal relationships are mentioned.","By offering sympathies to “West,” the tweet clearly expresses solidarity with the affected community.",2025-12-22T05:28:28.796Z,50/50,completed,Main,PID023
ANONYMOUS023,4,completed,324752547799781400,RT @ArchbishopYoung: “@Tara1029Now: Praying for our fellow Texans in West. #PrayForWest”,2,6,5,7,2,6,2,2,2,"The speaker’s concern for fellow Texans implies personal involvement, though the tweet does not mention any specific personal experience.","The tweet shows strong relational involvement, expressing care and support for fellow Texans affected by the event. However, it does not mention specific consequences for any particular individual the speaker personally cares about.","The tweet does not emphasize community-level impact or broader societal consequences. It expresses emotional support but does not highlight collective responsibility, solidarity, or collective well-being.",2025-11-27T05:43:32.334Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,324752547799781400,RT @ArchbishopYoung: “@Tara1029Now: Praying for our fellow Texans in West. #PrayForWest”,3,3,3,5,5,5,5,5,4,not egoist test was passed!,Praying for our fellow Texans in West,thank u thank u thank u really!,2025-11-17T10:50:51.894Z,25/25,completed,Pilot_2,
ANONYMOUS003,13,completed,324757857767657500,RT @GodPosts: God is bigger than any problem or situation. #PrayForTexas,1,1,1,1,1,1,7,7,7,own personal experience with the explosion,It's a general message for the whole area,Using #PrayForTexas is a strong sign of solidarity,2025-12-01T15:42:44.277Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,324757857767657500,RT @GodPosts: God is bigger than any problem or situation. #PrayForTexas,6,2,3,6,5,6,7,7,7,"The tweet reveals the writer's thought, rather religious.","The tweet is asking for participation, which is rather religious.","The tweet is asking for participation, which is rather religious, but still concerning the issues of society.",2025-11-18T03:30:18.172Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,324757857767657500,RT @GodPosts: God is bigger than any problem or situation. #PrayForTexas,6,2,3,6,5,6,7,7,7,"The tweet reveals the writer's thought, rather religious.","The tweet is asking for participation, which is rather religious.","The tweet is asking for participation, which is rather religious, but still concerning the issues of society.",2025-11-18T03:28:25.675Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,324764468024336400,RT @RitchieRich28: God only gives challenges to those He knows will overcome them #PrayForBoston #PrayForWest,4,5,5,4,4,5,4,5,4,"The reference to ""Boston Marathon victims"" and the public act of prayer emphasize a shared grief, collective well-being, and solidarity with the wider community/nation.","The message of overcoming challenges is an expression of hope and support intended for the victims and their families, signifying care and emotional loyalty during the crisis.","The hashtag #PrayForWest (and #PrayForBoston) emphasizes collective spiritual support, solidarity, and shared responsibility across the nation for the community's well-being.",2025-12-02T10:40:27.688Z,0/25,partial,Pilot_2,
ANONYMOUS070,2,completed,324764468024336400,RT @RitchieRich28: God only gives challenges to those He knows will overcome them #PrayForBoston #PrayForWest,2,1,1,3,2,3,5,5,6,The tweet does not mention the speaker’s own situation or how the event affects them personally; it is more of a general expression of faith and sympathy.,"The use of prayer hashtags suggests emotional concern and support for affected people, but it does not mention specific family members or close relationships.","By calling for prayer for Boston and West, the tweet shows collective solidarity and shared emotional support for communities affected by tragedy.",2025-12-22T03:45:42.062Z,50/50,completed,Main,PID022
ANONYMOUS038,25,completed,324770092565028860,"RT @john_neuberth: Damn, hopefully everyone is alright from that explosion in Texas at the fertilizer plant",1,1,1,4,2,7,5,2,2,"The user is tweeting concern for everybody that was effected, implying the user themself was not directly effected.","The user is expressing slight concern in the tweet by expressing shock in the form of ""damn"" and following up with ""hopefully everyone is alright.""",The user is expressing concern about the issue's impact on its victims.,2025-12-06T08:59:18.858Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,324770092565028860,"RT @john_neuberth: Damn, hopefully everyone is alright from that explosion in Texas at the fertilizer plant",2,1,1,1,1,1,3,5,3,"The tweet doesn’t show that the speaker is personally affected, but it does express a strong, emotional reaction to what happened. It’s more about reacting to the news","The tweet doesn’t mention any friends, family, or people close to the speaker. The concern is general and not directed toward someone they personally know.","The tweet shows concern for the broader group of people affected by the explosion. By saying “hopefully everyone is alright,” it expresses care for the community impacted by the event.",2025-11-19T08:22:01.329Z,25/25,completed,Pilot_2,
ANONYMOUS010,6,completed,324823079228436500,holy #prayfortexas https://t.co/vOuBIKPOza,5,5,5,5,4,4,6,6,6,This tweet is expressing the writer's personal thought.,The tweet is not directly saying something to its readers,The issue it is addressing is affecting the society,2025-11-27T13:35:00.176Z,24/25,completed,Pilot_2,
ANONYMOUS046,6,completed,324823079228436500,holy #prayfortexas https://t.co/vOuBIKPOza,3,5,5,5,2,2,6,6,2,"Just filming some disastrous moment, I feel kind of neutral, but somehow this user kind of seeking for views?",pkojiijjjijiijijijiji,kninonononokkkkjkjkjk,2025-11-18T01:49:04.662Z,24/25,completed,Pilot_2,
ANONYMOUS034,20,completed,324837780263927800,"RT @matt_williams9: Prayers for West, Texas.. What an awful week for the US",2,2,2,2,2,2,2,2,2,I’m not good at English but I think it’s so factual.,Tweet refers to issue-skateholders.,I think it’s also factual about us.,2025-11-20T23:55:34.514Z,25/25,completed,Pilot_2,
ANONYMOUS041,20,completed,324837780263927800,"RT @matt_williams9: Prayers for West, Texas.. What an awful week for the US",6,6,6,5,5,6,7,7,6,"The tweet shows the speaker’s personal concern and emotional response to the tragic event in West, Texas.","By sharing prayers and describing the week as awful, the tweet invites readers to feel sympathy and concern for the victims.","The tweet frames the disaster as a national tragedy, encouraging a shared sense of collective mourning and concern.",2025-12-13T10:16:40.020Z,25/25,completed,Pilot_2,
ANONYMOUS038,25,completed,324854762963095550,That's crazy what happened in Texas #prayfortexas,1,1,1,2,2,4,5,2,2,"Speaker is saying the issue is crazy and specifying location, one can imply there is no direct correlation between the speaker and the issue tweet about.",Speaker is expressing concern and slight surprise about the issue.,The speaker is expressing bewilderment and slight concern over the issue and who it impacted as a whole.,2025-12-06T09:26:51.595Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,324854762963095550,That's crazy what happened in Texas #prayfortexas,2,1,1,1,1,1,2,2,2,More of a reactionary comment,No specific people or relations mentioned,Just the hashtag shows solidarity,2025-11-20T08:11:01.277Z,25/25,completed,Pilot_2,
ANONYMOUS007,17,completed,324860504998813700,"RT @JumaaneWilliams: My prayers for the victims, families and residents of West, Texas.",3,3,3,4,4,4,5,4,5,No mentioning about individual cases.,"The word 'victim' shows distance, but its acknowledgement shows some minimal connectivity to the issue.",Slight degree of interest in the community,2025-11-20T08:18:03.784Z,25/25,completed,Pilot_2,
ANONYMOUS033,17,completed,324860504998813700,"RT @JumaaneWilliams: My prayers for the victims, families and residents of West, Texas.",3,3,3,5,5,5,4,5,5,"he prays about victims, not him",so pray for them ror real,"yes, i think he just supports the texas",2025-12-04T10:30:36.960Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,324865169035513860,#PrayForTexas! My thoughts and prayers go out to the people and families in Texas.,5,5,2,7,1,6,2,6,2,"The tweet shows some individual involvement by expressing concern about the issue’s impact on the speaker. However, it does not provide detailed personal experiences or a specific personal situation.","The tweet shows strong relational involvement by expressing concern for close others and emphasizing caring relational ties. However, it does not clearly describe specific consequences for any particular person the speaker cares about.","The tweet shows very little collective involvement. It mentions community-level impact, collective consequences, or shared responsibility. The focus is not on a broader ‘we’ perspective.",2025-11-27T03:44:10.446Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,324865169035513860,#PrayForTexas! My thoughts and prayers go out to the people and families in Texas.,5,3,5,5,5,5,5,5,4,"I hope... really, pray for Texas, guys!",PRAY FOR TEXAS! who won't pray... shame on you...,We should seek and destroy all problems and issues in safety system!,2025-11-17T10:31:04.857Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,324877651300991000,RT @itsmejosssh: #PrayForTexas http://t.co/1zVuxBE78J,4,5,4,5,5,4,5,4,4,The simple act of retweeting and using the hashtag conveys the speaker's personal emotional support and recognition of the issue.,"The hashtag #PrayForTexas is a basic expression of care intended for the victims, their families, and friends.","The hashtag emphasizes shared, collective spiritual support and solidarity with the state and community impacted by the disaster.",2025-12-03T12:28:00.931Z,0/25,partial,Pilot_2,
ANONYMOUS086,6,completed,324877651300991000,RT @itsmejosssh: #PrayForTexas http://t.co/1zVuxBE78J,5,4,3,5,4,4,5,4,5,"The West Fertilizer Company facility stored and distributed large quantities of ammonium nitrate, a highly reactive chemical widely used as a fertilizer and explosive. On April 17, 2013, a fire broke out at the facility","January 29, 2016, Washington, DC – Today the U.S. Chemical Safety Board (CSB) released a safety video into the fatal April 17, 2013, fire and explosion at the West Fertilizer Company",a mid-morning fire on board the French-registered vessel SS Grandcamp,2025-12-20T15:21:16.535Z,50/50,completed,Main,PID007
ANONYMOUS027,32,unknown,324902435447525400,RT @PKTKD2951: My thoughts and prayers go to the families affected by the explosion in Texas #prayfortexas,4,4,4,4,4,4,4,4,4,"The phrase ""Boston you're my home!"" clearly establishes a strong personal connection to the city, indicating the speaker has a direct, individual stake and emotional impact regarding the tragedy.","The tweet directly addresses and expresses ""thoughts and prayers"" for the ""families affected,"" showing explicit care and support for their close relations.","The hashtag #prayfortexas emphasizes a shared, collective spiritual support and solidarity with the entire state and community impacted by the disaster.",2025-12-03T12:22:07.557Z,0/25,partial,Pilot_2,
ANONYMOUS089,11,completed,324902435447525400,RT @PKTKD2951: My thoughts and prayers go to the families affected by the explosion in Texas #prayfortexas,2,1,1,1,1,2,7,7,6,The tweet is about offering sympathy but it does not convey any personal involvement or individual experience related to the issue.,The tweet does not focus on any relational ties or the impact on those the speaker knows personally. It is more about offering general sympathy for the affected families.,The tweet expresses collective concern for the community of Texas focusing on the broader impact of the explosion and emphasizing solidarity with those affected,2025-12-21T06:17:26.042Z,50/50,completed,Main,PID013
ANONYMOUS005,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",2,2,2,2,3,6,7,7,7,I messages seem to describe one’s personal experiences and emotions on an individual level.,You messages seem to evoke specific emotions in the people who view the post.,We messages seem to evoke a sense of social solidarity and shared empathy.,2025-12-10T02:53:37.360Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",4,5,5,4,4,4,5,6,3,What stood out to me the most is that the explosion itself and the victims’ suffering were not described in great detail.,I think the amount of description given to the victims’ families is not very large; the focus is mainly on the prayer event itself.,"Public attention toward the event is very high, and it is clear that both the government and the church have taken measures in response.",2025-11-18T03:14:16.200Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",4,2,3,5,5,5,5,6,5,"I think the concern is clear, but it does not show personal involvement","There is some concern that has to do with other people than (only) the writer itself, that's why this message has been made public","It should have to do with some issue that addresses multiple people, as 'we' is mentioned and #prayfortheworld",2025-12-02T02:01:41.375Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",7,2,3,5,5,5,5,6,5,"I think the concern is clear, but it does not show personal involvement","There is some concern that has to do with other people than (only) the writer itself, that's why this message has been made public","It should have to do with some issue that addresses multiple people, as 'we' is mentioned and #prayfortheworld",2025-12-02T01:59:28.808Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",4,2,3,3,5,5,5,6,5,"I think the concern is clear, but it does not show personal involvement","There is some concern that has to do with other people than (only) the writer itself, that's why this message has been made public","It should have to do with some issue that addresses multiple people, as 'we' is mentioned and #prayfortheworld",2025-12-02T02:04:33.543Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,325103644594827260,"Boston Marathon, Texas, MIT... At this point we need to stop praying for specific locations and instead #prayfortheworld",4,2,3,5,5,5,5,6,5,"I think the concern is clear, but it does not show personal involvement","There is some concern that has to do with other people than (only) the writer itself, that's why this message has been made public","It should have to do with some issue that addresses multiple people, as 'we' is mentioned and #prayfortheworld",2025-12-02T02:02:03.240Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,325108518388633600,"Ong the sooter is still indoors in MIT in Boston wow so bombing fire ,explosion in Texas and know this wow bad weej",5,6,5,2,5,1,2,6,1,"The tweet shows clear individual involvement. The speaker refers to being indoors at MIT during the events and expresses a personal reaction to the situation, indicating both personal impact and individual experience.","The tweet does not show concern for family or close friends and does not use supportive or caring relational language. However, it loosely implies that others around the speaker may be affected by the situation.","The tweet does not express concern for the community or emphasize shared responsibility, but it does mention events with broader consequences that can affect many people. Its collective involvement comes mainly from referencing large-scale incidents rather than a ‘we’ perspective.",2025-11-27T03:59:39.439Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,325108518388633600,"Ong the sooter is still indoors in MIT in Boston wow so bombing fire ,explosion in Texas and know this wow bad weej",3,3,3,3,3,3,3,3,3,"i didn't understand the comment... dizzy, he or she hasn't some soft skills",pls improve your soft skills bro,mdaaa.... bad tweet btw,2025-11-17T10:42:23.355Z,25/25,completed,Pilot_2,
