Worker ID,Batch ID,Batch Status,Tweet ID,Tweet Text,I-Involvement-1,I-Involvement-2,I-Involvement-3,You-Involvement-1,You-Involvement-2,You-Involvement-3,We-Involvement-1,We-Involvement-2,We-Involvement-3,I-Involvement Comment,You-Involvement Comment,We-Involvement Comment,Timestamp,Progress,Completion Status
ANONYMOUS022,26,completed,324762421183016960,I can't believe there's been a explosion in Texas. #prayfortexas,2,1,1,1,1,1,7,7,7,The tweet expresses surprise about the explosion but does not indicate any personal impact or individual consequences for the speaker.,"There is no mention of family, friends, or close others being affected in the tweet.",The use of #prayfortexas reflects collective sympathy and solidarity with the affected Texas community.,2025-11-19T08:29:27.715Z,25/25,completed
ANONYMOUS022,26,completed,324359654752780300,RT @strangeveronica: A little girl lost her leg in Boston #Prayforboston,1,1,1,1,1,1,7,7,7,The tweet shares information about a victim but does not mention any personal impact or individual consequences for the speaker.,"Although the tweet mentions a child victim, it does not indicate she is personally connected to the speaker or close to them.",The tweet expresses sympathy for the Boston community and shows collective concern and solidarity through the hashtag.,2025-11-19T08:30:15.312Z,25/25,completed
ANONYMOUS022,26,completed,379936040846237700,Navy Gunman - Russian Nuclear Fire - UN Weapons Report - Colorado Flooding - News In http://t.co/6kjLdEP2Xa #NEWS,1,1,1,1,1,1,2,2,1,The tweet simply lists multiple news items and does not mention any personal impact or individual experience of the speaker.,"There is no reference to family, friends, or close relations being affected; the tweet only reports news topics.","While the tweet mentions the Colorado flooding as a public event, it does not express collective concern or solidarity and functions mainly as a news headline.",2025-11-19T08:31:05.707Z,25/25,completed
ANONYMOUS022,26,completed,396646953268043800,Have questions about what happened at LAX or airport security in general? Feel free to ask us.,1,1,1,1,1,1,3,3,2,"The tweet provides general information and assistance, without mentioning any personal effects or individual impact on the speaker.","The tweet does not reference family, friends, or close relationships; it is purely informational.",The tweet addresses public concerns related to airport safety but does not explicitly express solidarity or deeper collective emotional involvement.,2025-11-19T08:32:05.489Z,25/25,completed
ANONYMOUS022,26,completed,217477078336020480,RT @ScubaGuev: Whoever is starting these fires in Colorado needs to die,1,1,1,1,1,1,3,3,1,The tweet expresses anger about the situation but does not mention any personal impact or individual consequences for the speaker.,"There is no indication that the speaker’s family, friends, or close contacts are involved or affected by the fires.","The tweet acknowledges the wildfires affecting Colorado but does not express collective concern or solidarity, focusing instead on anger toward the perpetrator.",2025-11-19T08:32:53.970Z,25/25,completed
ANONYMOUS022,26,completed,323880942081040400,RT @FamousNobodies: #PrayforBoston  http://t.co/gI43vojykl,1,1,1,1,1,1,7,7,7,The tweet does not mention any personal impact or individual experience related to the Boston bombing.,"There is no reference to family, friends, or anyone personally connected to the speaker in the tweet.",The tweet expresses collective sympathy and solidarity with the Boston community through the #PrayforBoston hashtag.,2025-11-19T08:34:11.630Z,25/25,completed
ANONYMOUS022,26,completed,323905591984672800,RT @DuncanBannatyne: Good people train &amp; run for others &amp; someone does this. WHY #prayforboston.  RT please,1,1,7,1,1,1,7,7,7,The tweet expresses sympathy and outrage but does not indicate any personal experience or impact on the speaker.,The tweet does not refer to specific family or close relationships; it speaks generally about victims and runners.,The tweet expresses collective sympathy and solidarity with the Boston community and highlights concern for the broader group of victims and runners.,2025-11-19T08:35:07.636Z,25/25,completed
ANONYMOUS022,26,completed,324761653616980000,Remember them in your thoughts and prayers. #pray for West Texas #pray for Boston,1,1,1,1,1,1,7,7,7,The tweet focuses on sending thoughts and prayers to affected communities and does not mention any personal impact on the speaker.,The tweet does not reference any family members or close personal relationships; it speaks generally about the affected groups.,The tweet clearly expresses solidarity and collective concern for the affected communities in both West Texas and Boston through calls for thoughts and prayers.,2025-11-19T08:35:52.373Z,25/25,completed
ANONYMOUS022,26,completed,407169941922906100,Prayers for those who were involved in the metro north derailment 🙏,1,1,1,1,1,1,7,7,7,The tweet sends prayers to the victims but does not mention any personal impact or individual experience for the speaker.,"There is no indication of family, friends, or close individuals being personally connected to the speaker in this tweet.",The tweet expresses collective sympathy and concern for the community affected by the derailment through offering prayers.,2025-11-19T08:36:31.454Z,25/25,completed
ANONYMOUS022,26,completed,324863654887575550,The news reporters from the massive explosion in Texas make our British news correspondents look so modern.,1,1,1,1,1,1,2,2,1,The tweet comments on news coverage styles and does not mention any personal impact or individual consequences for the speaker.,"There is no reference to family, friends, or anyone personally connected to the speaker in the tweet.",The tweet references a public disaster but focuses on comparing news reporting styles rather than expressing collective concern or solidarity.,2025-11-19T08:37:20.042Z,25/25,completed
ANONYMOUS022,26,completed,324835372699881500,R.I.P to those people who died at that Fertilizer Plant in Texas. ,1,1,1,1,1,1,7,7,7,The tweet expresses sympathy for the victims but does not mention any personal experience or impact on the speaker.,The tweet does not reference family members or close others; it refers broadly to victims of the explosion.,The tweet expresses collective sympathy and mourning for the community affected by the Texas explosion.,2025-11-19T08:38:04.242Z,25/25,completed
ANONYMOUS022,26,completed,220578371896225800,Looks like there is nothing to do in Colorado since they canceled everything because of the fires!😱😡,6,6,6,1,1,1,2,2,1,The tweet highlights the speaker’s own inconvenience and frustration caused by the fire-related cancellations.,"The tweet does not reference family members, friends, or close others; it focuses solely on the speaker’s own inconvenience.","Although the tweet mentions fire-related cancellations affecting the area, it does not express collective concern or solidarity with the affected community.",2025-11-19T08:40:16.797Z,25/25,completed
ANONYMOUS022,26,completed,396363904873693200,RT @billyraycyrus: Thoughts and prayers for all the victims and those affected by the shooting at LAX today.,1,1,1,1,1,1,7,7,7,The tweet expresses sympathy for the victims of the LAX shooting but does not mention any personal impact on the speaker.,The tweet does not refer to any family members or close personal contacts; it addresses victims in a general sense.,The tweet clearly expresses collective sympathy and solidarity with the victims and the larger community affected by the LAX shooting.,2025-11-19T08:41:32.052Z,25/25,completed
ANONYMOUS022,26,completed,323918019690639360,RT @LovendPeace: #prayforboston 🙏👼,1,1,1,1,1,1,7,7,7,The tweet does not mention any personal experiences or impacts on the speaker and focuses solely on the event.,"No reference is made to family, friends, or close individuals; it is a general expression of sympathy.",The tweet expresses collective sympathy and solidarity with the Boston community through the use of #prayforboston.,2025-11-19T08:42:17.040Z,25/25,completed
ANONYMOUS022,26,completed,396351636538261500,RT @emmak_8: Keeping LAX in my prayers. It's not like TSA could get any tighter... But they just might. #LAXshooting,1,1,1,1,1,1,7,7,7,The tweet does not mention any personal impact or consequences for the speaker; it focuses on the event and airport security.,"There is no indication that the speaker’s family, friends, or close contacts were affected by the LAX shooting.","The tweet expresses collective sympathy for the LAX community through offering prayers, showing concern for those affected by the shooting.",2025-11-19T08:43:57.477Z,25/25,completed
ANONYMOUS022,26,completed,407225864586133500,RT @The01Wingman: Very sad to hear of the NYC metro derailed train. Thoughts and prayers going out to the families.,1,1,1,1,1,1,7,7,7,The tweet expresses sadness about the derailment but does not mention any personal impact or consequences for the speaker.,"Although the tweet mentions families of victims, it does not indicate they are personally connected to the speaker.",The tweet expresses collective sympathy and support for the affected families and the broader community impacted by the derailment.,2025-11-19T08:45:21.759Z,25/25,completed
ANONYMOUS022,26,completed,383010956416401400,RT @onahunttoday: Fracking and Flooding in Colorado: The More We Know the Worse It Gets http://t.co/3KznoyBTwt,1,1,1,1,1,1,3,3,2,The tweet shares an article and commentary but does not mention any personal impact or individual experience of the speaker.,"There is no reference to family members, friends, or anyone personally connected to the speaker in the tweet.","The tweet highlights a broader community issue by sharing an article about Colorado flooding, but it does not express explicit solidarity or collective emotional concern.",2025-11-19T08:46:16.136Z,25/25,completed
ANONYMOUS022,26,completed,324734269014540300,RT @SorryNotSoorry: I have no words. This is terrifying. #PrayForTexas. http://t.co/mR6FK8FUee,2,1,1,1,1,1,7,7,7,"While the tweet expresses shock and fear, it does not describe any personal impact or specific consequences for the speaker.",The tweet does not mention any family members or close others being affected; it speaks generally about the situation.,The tweet expresses strong collective sympathy and solidarity with the Texas community through the #PrayForTexas hashtag.,2025-11-19T08:48:32.679Z,25/25,completed
ANONYMOUS022,26,completed,213130902790873100,RT @meggrieve: Poetic. #highparkfire  http://t.co/F8eKA8JB,1,1,1,1,1,1,2,2,1,The tweet simply comments on shared content and does not describe any personal experience or personal impact on the speaker.,"The tweet does not refer to family, friends, or anyone personally connected to the speaker.","Although the tweet references a wildfire event, it does not express collective concern or solidarity, functioning mainly as a brief commentary.",2025-11-19T08:50:21.238Z,25/25,completed
ANONYMOUS035,27,completed,218461229839167500,PR Newswire Waives Distribution Fees for Colorado Fire Related News Releases http://t.co/InRyrlyC,4,4,4,4,4,4,4,4,4,"It reflects individual experience to a moderate extent, but the personal impact is not emphasized.","The tweet shows some awareness of how the issue affects others, but the relational concern is not strongly highlighted.","The tweet shows only a moderate level of collective concern, without strongly emphasizing societal or group impact.",2025-11-19T11:41:36.497Z,25/25,completed
ANONYMOUS035,27,completed,323935170229059600,RT @BornToRaceMovie: #prayforboston http://t.co/ARrac8wzgu,4,4,4,4,4,4,4,4,4,The tweet reflects limited emphasis on the speaker’s personal situation. It acknowledges some individual concern but does not fully express personal consequences.,"The tweet shows some awareness of how the issue affects others, but it does not strongly emphasize relational concern.","The tweet shows a moderate level of involvement overall. It acknowledges the issue to some extent but does not strongly emphasize personal, relational, or collective impact.",2025-11-19T11:44:32.733Z,25/25,completed
ANONYMOUS035,27,completed,323935170229059600,RT @BornToRaceMovie: #prayforboston http://t.co/ARrac8wzgu,4,4,4,4,4,4,4,4,4,The tweet reflects limited emphasis on the speaker’s personal situation. It acknowledges some individual concern but does not fully express personal consequences.,"The tweet shows some awareness of how the issue affects others, but it does not strongly emphasize relational concern.","The tweet shows a moderate level of involvement overall. It acknowledges the issue to some extent but does not strongly emphasize personal, relational, or collective impact.",2025-11-19T11:46:44.730Z,25/25,completed
ANONYMOUS035,27,completed,323907823354408960,RT @TanyaBurr: So shocked and saddened by the explosions in Boston...why do people do this? #prayforboston,3,5,3,6,3,5,5,4,4,"The tweet reflects some concern for people the speaker cares about, yet it only minimally stresses relational ties such as support or loyalty.","There is a moderate level of relational involvement, but the tweet does not fully emphasize the impact on close others.","The tweet indicates a certain level of personal involvement, though the speaker does not fully highlight the emotional or personal consequences",2025-11-19T11:48:07.537Z,25/25,completed
ANONYMOUS035,27,completed,324731165217009660,RT @BaddieKayla: R.I.P. to all of the victims of the fertilizer plant explosion in Texas. #PrayForTexas,4,4,4,3,4,5,3,3,5,The tweet shows a moderate level of involvement but does not strongly emphasize any specific impact.,"The tweet includes some elements of concern, though its level of involvement is not strongly reinforced.","While the tweet acknowledges the issue, it does not strongly articulate involvement across individual, relational, or collective dimensions.",2025-11-19T11:49:28.991Z,25/25,completed
ANONYMOUS035,27,completed,325441537741844500,"Pray for West, Texas",4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions.,"The content suggests engagement, yet the tone remains neutral and does not convey strong emotional or personal stakes.","The tweet suggests a certain level of engagement, but it stops short of stressing clear personal, relational, or societal consequences.",2025-11-19T11:50:23.929Z,25/25,completed
ANONYMOUS035,27,completed,323887648764735500,RT @KaraKrystel: My heart goes out to all that were affected by the explosion in Boston.,4,4,4,4,4,4,4,4,4,"The tweet acknowledges the issue, though the level of engagement is relatively limited.","The message shows awareness of the broader context, but involvement remains moderately expressed.","The content reveals some engagement with the topic, but the tweet remains general rather than emphasizing specific forms of involvement.",2025-11-19T11:51:43.267Z,25/25,completed
ANONYMOUS035,27,completed,218364425298649100,I might be able to see the Colorado wildfires from my plane.. That would be sweet,4,4,4,4,4,4,4,4,4,The involvement appears present but not strongly articulated across different aspects.,"The tweet includes some elements of concern, though its level of involvement is not strongly reinforced.","The content reveals some engagement with the topic, but the tweet remains general rather than emphasizing specific forms of involvement.",2025-11-19T11:52:45.763Z,25/25,completed
ANONYMOUS035,27,completed,396432704021229600,"R.I.P to the victims of the LAX shooting, you'll be in my prayers🙏",4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions.,"The tweet includes some elements of concern, though its level of involvement is not strongly reinforced.","The tweet presents the issue in a neutral manner, offering limited insight into personal experiences or shared responsibilities.",2025-11-19T11:53:38.167Z,25/25,completed
ANONYMOUS035,27,completed,396335584920080400,Why was the suspect targeting TSA? So sad! #LAXshooting #LAX #socialmedia,4,4,4,4,4,4,4,4,4,The tweet shows a moderate level of involvement but does not strongly emphasize any specific impact.,"The message shows awareness of the broader context, but involvement remains moderately expressed.","The engagement expressed is present yet subtle, lacking emphasis on clear impacts related to the individual or the broader community.",2025-11-19T11:54:33.031Z,25/25,completed
ANONYMOUS035,27,completed,323884641419415550,"RT @lauren11708: explosion in Boston , whyyy . when is this unnecessary violence ever going to end , on some real shit.. smh",4,4,4,4,4,4,4,4,4,"There is some recognition of the issue, but the tweet remains neutral in expressing deeper involvement","The tweet demonstrates partial engagement with the issue, without highlighting significant personal or relational implications.","The tweet reflects an awareness of the situation but does not convey strong indicators of personal, relational, or collective concern.",2025-11-19T11:56:37.470Z,25/25,completed
ANONYMOUS035,27,completed,323924449596436500,Just found out about the tragedy in Boston. No words right now. #prayforboston,4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions,"The tweet provides limited emphasis on deeper consequences, suggesting a moderate overall involvement.","Although the tweet touches on the issue, it presents only a modest degree of involvement and does not highlight major personal or broader impacts.",2025-11-19T11:58:04.407Z,25/25,completed
ANONYMOUS035,27,completed,324740040376848400,Amen. I'm about 40 miles south of West. Driven past the fertilizer plant many times. #Heartbroken @GayPatriot @dminor85,4,4,4,4,4,4,4,4,4,"The tweet demonstrates partial engagement with the issue, without highlighting significant personal or relational implications.",The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions.,The tweet shows awareness of the problem but refrains from expressing strong relational or socially shared consequences.,2025-11-19T11:59:07.817Z,25/25,completed
ANONYMOUS035,27,completed,324773439632203800,RT @willienelson: West has been in my backyard all my life.  My heart is praying for the community that we call home. #westtx,4,4,4,4,4,4,4,4,4,"The tweet acknowledges the issue, though the level of engagement is relatively limited.","The tweet demonstrates partial engagement with the issue, without highlighting significant personal or relational implications","The tweet suggests a certain level of engagement, but it stops short of stressing clear personal, relational, or societal consequences.",2025-11-19T11:59:59.836Z,25/25,completed
ANONYMOUS035,27,completed,324724676637106200,"Ok universe, jokes over now. 2 ricin letters, Boston bombing, and fertilizer explosion now?!?",4,4,4,4,4,4,4,4,4,The involvement appears present but not strongly articulated across different aspects.,"The content suggests engagement, yet the tone remains neutral and does not convey strong emotional or personal stakes.","The tweet presents the issue in a neutral manner, offering limited insight into personal experiences or shared responsibilities.",2025-11-19T12:01:11.003Z,25/25,completed
ANONYMOUS035,27,completed,407210706371895300,"RT @melisalovice: Rip to all the people who died in the nyc train that derailed today, and all those injured. Crazy shit man.",4,4,4,4,4,4,4,4,4,"Although the issue is mentioned, the tweet does not amplify the depth of involvement across various social or personal dimensions.","The engagement expressed is present yet subtle, lacking emphasis on clear impacts related to the individual or the broader communit","There is an observable level of issue recognition, although the tweet does not demonstrate meaningful personal or group-oriented implications.",2025-11-19T12:02:10.694Z,25/25,completed
ANONYMOUS035,27,completed,407162861941960700,RT @CoryBooker: My prayers are with all those affected by today's tragic train derailment in New York.,4,4,4,4,4,4,4,4,4,"The tweet acknowledges the issue, though the level of engagement is relatively limited.","The message shows awareness of the broader context, but involvement remains moderately expressed.","The tweet suggests a certain level of engagement, but it stops short of stressing clear personal, relational, or societal consequences.",2025-11-19T12:03:07.283Z,25/25,completed
ANONYMOUS035,27,completed,379428379050520600,Floods Transform Colorado's 'Gore-Tex Vortex',4,4,4,4,4,4,4,4,4,"The tweet acknowledges the issue, though the level of engagement is relatively limited","The message shows awareness of the broader context, but involvement remains moderately expressed.","The tweet reflects an awareness of the situation but does not convey strong indicators of personal, relational, or collective concern.",2025-11-19T12:03:56.961Z,25/25,completed
ANONYMOUS035,27,completed,324033220482068500,RT @davie_ferguson: We live in a sick world #prayforboston,4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions.,"The content suggests engagement, yet the tone remains neutral and does not convey strong emotional or personal stakes.","There is an observable level of issue recognition, although the tweet does not demonstrate meaningful personal or group-oriented implications.",2025-11-19T12:04:53.019Z,25/25,completed
ANONYMOUS035,27,completed,217770176303742980,Be safe my south boulder friends. This one breaks my heart :( #flagstafffire #tooclosetohome http://t.co/QWuL4fVy,4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions,"The tweet includes some elements of concern, though its level of involvement is not strongly reinforced.","While the tweet acknowledges the issue, it does not strongly articulate involvement across individual, relational, or collective dimensions",2025-11-19T12:05:45.159Z,25/25,completed
ANONYMOUS035,27,completed,324908517184131100,"Jesus, have mercy up the people of West Texas!  #prayforwest",4,4,4,4,4,4,4,4,4,"The tweet shows some awareness of how the issue affects others, but it does not strongly emphasize relational concern.","There is a moderate level of relational involvement, but the tweet does not fully highlight the impact on close others or relational ties.","The tweet reflects limited mention of relational ties. While it acknowledges that others may be affected, it does not strongly stress support or shared emotional concern",2025-11-19T12:06:53.669Z,25/25,completed
ANONYMOUS035,27,completed,220695359394037760,"Colorado Springs is my town also, PLEASE if ya can help  http://t.co/nwxJJOTx help with your donations",4,4,4,4,4,4,4,4,4,"There is some recognition of the issue, but the tweet remains neutral in expressing deeper involvement.","The message shows awareness of the broader context, but involvement remains moderately expressed.","Although the issue is mentioned, the tweet does not amplify the depth of involvement across various social or personal dimensions.",2025-11-19T12:07:40.642Z,25/25,completed
ANONYMOUS035,27,completed,324734285791764500,RT @epPaulZimmer: Just heard about what happened in Texas #prayfortexas http://t.co/fvY7a0sNO7,4,4,4,4,4,4,4,4,4,"The tweet acknowledges the issue, though the level of engagement is relatively limited.","The tweet includes some elements of concern, though its level of involvement is not strongly reinforced.","While the speaker notes the issue, the degree of emotional, personal, or collective involvement appears understated.",2025-11-19T12:08:35.984Z,25/25,completed
ANONYMOUS035,27,completed,323879344042815500,Horrible news about Boston Marathon. Live feed on Fox News showed spectators saying they say dead bodies.,4,4,4,4,4,4,4,4,4,The tweet shows a moderate level of involvement but does not strongly emphasize any specific impact.,"The content suggests engagement, yet the tone remains neutral and does not convey strong emotional or personal stakes.","There is an observable level of issue recognition, although the tweet does not demonstrate meaningful personal or group-oriented implications.",2025-11-19T12:09:27.744Z,25/25,completed
ANONYMOUS035,27,completed,213125177540739070,We're finishing up our #HighParkFire coverage for the night. @KellyCBS4 will have the very latest tomorrow AM on @CBSDenver,4,4,4,4,4,4,4,4,4,The involvement appears present but not strongly articulated across different aspects.,"The tweet demonstrates partial engagement with the issue, without highlighting significant personal or relational implications.","The tweet suggests a certain level of engagement, but it stops short of stressing clear personal, relational, or societal consequences.",2025-11-19T12:10:26.779Z,25/25,completed
ANONYMOUS035,27,completed,379367024784203800,"On the bright side though, the apartment has never been cleaner #boulderflood",4,4,4,4,4,4,4,4,4,The tweet reflects awareness of the topic but avoids emphasizing strong personal or collective reactions.,"The tweet provides limited emphasis on deeper consequences, suggesting a moderate overall involvement.","The tweet acknowledges the context but does not highlight substantial experiential, relational, or collective ties to the issue.",2025-11-19T12:11:24.075Z,25/25,completed
ANONYMOUS011,28,completed,217786064314707970,Being able to see the forest fires in New Mexico/Colorado from our hotel #sketchy,3,3,3,2,2,2,2,2,2,The tweet sounds personal to a light degree.,There is no sign of concern.,The tweet is very personal with no sign of concern.,2025-11-20T01:56:50.276Z,25/25,completed
ANONYMOUS011,28,completed,323887661318303740,RT @ItsJennaMarbles: #PrayForBoston http://t.co/JeZrZhsETU,2,2,2,2,2,2,2,2,2,The tweet is hard to understand at first glance.,The tweet does not mention any impacts on other people.,"The tweet does not really indicate the issue, except for the hashtag.",2025-11-20T01:58:26.509Z,25/25,completed
ANONYMOUS011,28,completed,324790242009833500,Another explosion. What's happening with the world? #PrayForTexas,2,2,2,2,2,2,5,5,4,There is no indication of personal impacts.,The tweet does not mention any impacts on personal relations.,The tweet focuses more on the impact on the world.,2025-11-20T02:00:58.048Z,25/25,completed
ANONYMOUS011,28,completed,379388977775513600,Amen. #boulderflood #hope #love http://t.co/qhfG21EXXT,2,2,2,2,2,2,4,3,3,There is no indication on personal impact.,No personal relations are mentioned.,"It implies concern about the issue, but does not explicitly indicate this.",2025-11-20T02:01:59.644Z,25/25,completed
ANONYMOUS011,28,completed,407201936081817600,"@SyracuseU students: Were any of you affected by the train derailment in NYC today? If so, email us at email002@anonymous.com.",2,2,2,5,5,5,5,4,4,There is no indication of personal impact.,The tweet promotes concern and help for people close by.,The tweet focuses on a specific community.,2025-11-20T02:03:16.741Z,25/25,completed
ANONYMOUS011,28,completed,407220076413452300,“@Deckzo: RIP to the 4 killed in the New York train crash also”  👌,2,2,2,3,3,3,5,4,3,No personal impact is mentioned.,The concern for the people mentioned does not seem to have personal ties with the person posting the tweet.,Concern for the group of people impacted is indicated.,2025-11-20T02:04:48.112Z,25/25,completed
ANONYMOUS011,28,completed,339257361170591740,@elenaaaaaa6 candy crush is a game &amp;&amp; #PrayForBoston isn't telling people to DM them how they feel😳,4,4,3,2,2,2,2,2,2,"The tweet is about their personal opinion, but does not necessarily indicate any personal consequences.",No concern for personal relations is mentioned.,No concern for the community is mentioned.,2025-11-20T02:08:26.423Z,25/25,completed
ANONYMOUS011,28,completed,323916459417931800,RT @Jades_BowtiesLM: “@definitelylouis: RT THIS GUYS ITS REALLY IMPORTANT #PrayforBoston http://t.co/eO1UNmdg9A”,2,2,2,2,2,2,3,3,3,No personal impact is mentioned.,No personal ties was mentioned. .,The tweet did not really mention any concerns about the issue.,2025-11-20T02:09:13.786Z,25/25,completed
ANONYMOUS011,28,completed,324717944795979800,#instacollage #prayforwest #prayforboston #sad http://t.co/DpYgyhiY6o,2,2,2,2,2,2,5,4,3,No personal impact was mentioned.,No personal relations was mentioned.,"The tweet does indicate concern on the issue, but not necessarily the collective consequences.",2025-11-20T02:10:59.578Z,25/25,completed
ANONYMOUS011,28,completed,407140808299536400,Waking up to news of a train derailment in NYC. Praying for all affected.,4,5,4,3,3,3,5,5,4,The tweet is relatively personal.,The tweet does not mention any personal relations.,The tweet shows concern for the public in general.,2025-11-25T01:43:44.393Z,25/25,completed
ANONYMOUS011,28,completed,323895156543721500,RT @HuntsmanAbby: Heartbreaking to hear Newtown families were in VIP section right by the Boston Marathon explosion.,3,3,3,5,5,5,3,3,3,Does not mention any personal impacts.,The tweet is more focused on a specific group of people who might have personal relations with the tweeter.,The tweet does not really mention the community.,2025-11-25T01:46:26.269Z,25/25,completed
ANONYMOUS011,28,completed,215216822444757000,RT @Maiani16: Thoughts and prayers to the victims of the Colorado wildfires #secondhome,3,3,3,3,3,3,5,5,4,No persona impacts were mentioned.,Does not mention any personal relations.,The tweet focuses more on the general community of victims.,2025-11-25T01:47:39.870Z,25/25,completed
ANONYMOUS011,28,completed,324741764223217660,Waco is just a bad place first that massacre  now an explosion,2,2,2,2,2,2,3,3,4,No personal relations were mentioned.,Personal relations were not mentioned.,"No concern for the public was mentioned, but there is a nuance that the tweet emphasizes shared responsibility.",2025-11-25T01:49:49.405Z,25/25,completed
ANONYMOUS011,28,completed,325272721183350800,RT @MegatronCBI: In Grand Theft Auto Dzhokhar A. Tsarnaev would have 6 stars,2,2,2,2,2,2,3,3,3,Does not mention any personal impacts.,The tweet does not indicate any close relations.,The tweet is hard to understand at first glance.,2025-11-25T01:51:26.023Z,25/25,completed
ANONYMOUS011,28,completed,325178680672415740,@50shadesofjames did you see the Texas fertilizer explosion???,2,2,2,2,2,2,2,2,2,Does not mention any personal impacts.,The tweet does not indicate any close relations.,The tweet implies concern but does not really express it.,2025-11-25T01:53:40.513Z,25/25,completed
ANONYMOUS011,28,completed,323997552099876860,RT @Niallatemytaco: Zayns a terrorist. Zayn bombed Boston. Zayn doesn't care about other people. http://t.co/T1K38gnqGT,2,2,2,2,2,2,3,3,3,No personal impact was mentioned.,The tweet does not indicate any personal relations impacted.,"Does not indicate concern for the public, but rather shames one person specifically.",2025-11-25T01:55:12.002Z,25/25,completed
ANONYMOUS011,28,completed,323895659868586000,"Some people are evil, how could you sleep knowing you ended someone's life?! #prayforboston",3,3,5,2,2,2,3,3,3,The tweet indicates personal fury regarding the issue.,Does not mention any personal ties.,Does not really express concern for the community.,2025-11-25T01:56:16.752Z,25/25,completed
ANONYMOUS011,28,completed,217382370939125760,Hope all these fires in Colorado end soon!,2,2,2,2,2,2,3,3,3,No personal impacts were mentioned.,There is no indication of personal ties.,"The tweet does express concern, but not explicitly about the public.",2025-11-25T01:57:17.982Z,25/25,completed
ANONYMOUS011,28,completed,396445303705853950,prayers out to the victims of the LAX shooting today 🙏,2,2,2,2,2,2,5,5,4,No personal impact mentioned.,The tweet does not indicate any personal ties.,The tweet expresses concern for victims in general.,2025-11-25T01:59:24.443Z,25/25,completed
ANONYMOUS011,28,completed,325462807049027600,"RT @shaketini: You’re still in my thoughts West, Texas.",5,5,5,3,3,3,3,3,3,The tweet expresses the personal impact of the incident.,Does not mention any personal ties.,Doesn't explicitly express concern for the public.,2025-11-25T02:03:00.113Z,25/25,completed
ANONYMOUS011,28,completed,324041357402443800,RT @MiszAliyaDattu: Bombing in Iraq &amp; Boston today? What is going on?!,3,3,5,3,3,3,3,3,3,The tweet expresses personal confusion and worry about the incident.,Does not indicate any personal relations.,Doesn't explicitly express worry about the community.,2025-11-25T02:04:57.681Z,25/25,completed
ANONYMOUS011,28,completed,329659724100419600,did anyone see that old man falling on the ground like a sack of shit at the #bostonmarathon ? what a #noob,2,2,2,2,2,2,2,2,2,Does not indicate any concern about the issue's impact on self.,No personal relations were mentioned.,The tweet does not express any concern about the incident.,2025-11-25T02:07:23.043Z,25/25,completed
ANONYMOUS011,28,completed,325497267433902100,"RT @EvaLongoria: Keeping the people of West, Texas in my thoughts and prayers. http://t.co/vRzJudvZWs",5,4,5,3,3,3,5,4,4,Indicates personal concerns about the incident.,No personal ties are mentioned.,The tweet expresses concern about the victims in general.,2025-11-25T02:17:40.070Z,25/25,completed
ANONYMOUS011,28,completed,396576866460782600,RT @KingstonKThorne: Lots of prayers and love to the people and victims of the crazed shooter at LAX. Put our weapons down !,3,3,3,2,2,2,5,5,5,No personal impacts mentioned.,The tweet does not express concern for any personal ties.,The tweet is more about concern for the victims in general.,2025-11-25T02:18:33.828Z,25/25,completed
ANONYMOUS011,28,completed,324821917381054460,#prayfortexas #prayforboston the usa has had such a rough week,3,3,3,3,3,3,5,6,5,Does not indicate any personal impacts.,Does not explicity meention any personal ties.,"The tweet indicates collective consequences by calling the victims ""USA"".",2025-11-25T02:21:32.926Z,25/25,completed
ANONYMOUS018,30,completed,396324780393386000,"RT @TheSportsStreet: Breaking: (Non Sports Relating): Shooting at LAX airport, wow.",5,5,5,1,4,3,2,4,4,You showed strong personal involvement and consistently took initiative throughout the project.,The message highlights how the issue affects someone close to the speaker.,The message clearly addresses broader impacts on society and shared well-being.,2025-11-20T03:28:01.047Z,25/25,completed
ANONYMOUS018,30,completed,325075836338335740,@msnbc Why does the explosion in Texas that took so many lives and caused such horrible damage not warrant any coverage?,1,3,4,1,2,5,1,3,6,Shows clear concern for the well-being of family or friends impacted by the issue.,The focus on supportive relationships is evident throughout the message.,Shows strong focus on collective responsibility and community consequences.,2025-11-20T03:29:24.851Z,25/25,completed
ANONYMOUS018,30,completed,396463351825313800,"On @WISN12News at 10, a #WhitefishBay man is desperate to get home to his family after spending the day at the #LAX airport.",1,5,6,4,4,4,5,4,4,"Your involvement was solid, and you regularly participated in both planning and execution stages.",The message highlights how the issue affects someone close to the speaker.,Emphasizes solidarity and how the issue affects “us” rather than just individuals.,2025-11-20T03:30:18.672Z,25/25,completed
